unique_registration_roll_number,student_id,certificate_serial_number,institute_type,institute_name,institute_website,accreditation_statement,credential_category,credential_title,issuance_date,convocation_date,year,marks_percent,marks_removed_flag,num_subjects,signed_hash_present,ocr_vs_meta_name_match,ocr_vs_meta_institute_match,ela_score,image_complexity_kb,label,tamper_type,image_file,meta_file,logo_file
ROLL5863274,STU931130,8E36B18AC74E4687,IIT,IIT Bhilai,https://www.iitbhilai.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,13-10-2023,12-10-2024,2022,,1,,0,84,93,6.09,823.89,genuine,,images/ROLL5863274.jpg,metadata/ROLL5863274.json,logos/IIT_Bhilai_logo.png
ROLL5284854,STU338494,FCEEB0A99969426C,NIT,NIT Durgapur,https://www.nitdurgapur.edu.in,Recognized by Ministry of Education,ShortCourse,Summer School: Embedded Systems,05-03-2018,04-03-2020,2013,,1,,0,97,80,2.73,737.71,genuine,,images/ROLL5284854.jpg,metadata/ROLL5284854.json,logos/NIT_Durgapur_logo.png
ROLL3189778,STU492854,53C9465E2E544EA6,PRIVATE,Amrita Vishwa Vidyapeetham,https://www.amritavishwavidyapeetham.edu.in,Accredited by NAAC A Grade,Degree,B.Tech Electronics,23-11-2012,23-12-2012,2015,59.33,0,8,1,88,98,11.58,371.46,genuine,,images/ROLL3189778.jpg,metadata/ROLL3189778.json,logos/Amrita_Vishwa_Vidyapeetham_logo.png
ROLL1871461,STU332665,A1922045AAAF4B4F,IIT,IIT Kanpur,https://www.iitkanpur.edu.in,Recognized by Ministry of Education,Degree,M.Tech Computer Science,22-07-2022,21-07-2024,2011,89.28,0,6,1,87,80,15.96,130.55,genuine,,images/ROLL1871461.jpg,metadata/ROLL1871461.json,logos/IIT_Kanpur_logo.png
ROLL8581257,STU105143,F958B48967BC47C3,IIT,IIT Roorkee,https://www.iitr.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,PG Diploma in AI & ML,05-10-2024,05-10-2026,2014,62.7,0,7,0,85,93,12.02,194.47,genuine,,images/ROLL8581257.jpg,metadata/ROLL8581257.json,logos/IIT_Roorkee_logo.png
ROLL7949293,STU484788,750A3483EC8B4D06,GFTI,CET Bhubaneswar,https://www.cetbhubaneswar.edu.in,Accredited by NAAC A Grade,Diploma,PG Diploma in AI & ML,31-12-2013,29-06-2014,2012,50.85,0,12,0,96,81,12.88,412.31,genuine,,images/ROLL7949293.jpg,metadata/ROLL7949293.json,logos/CET_Bhubaneswar_logo.png
ROLL6670663,STU251136,B00BC401B7094ADC,IIT,IIT Mandi,https://www.iitmandi.edu.in,Recognized by Ministry of Education,Degree,MBA,26-07-2020,26-07-2020,2017,75.1,0,12,1,80,89,5.87,415.99,genuine,,images/ROLL6670663.jpg,metadata/ROLL6670663.json,logos/IIT_Mandi_logo.png
ROLL7534656,STU885889,556A5FFDE47B4D1F,NIT,NIT Durgapur,https://www.nitdurgapur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Electronics,17-08-2017,17-08-2017,2010,66.09,0,7,1,86,94,11.15,399.42,genuine,,images/ROLL7534656.jpg,metadata/ROLL7534656.json,logos/NIT_Durgapur_logo.png
ROLL8779625,STU342585,371AD3A147794F6D,PRIVATE,BITS Pilani,https://www.bitspilani.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,28-07-2024,27-08-2024,2019,76.32,0,10,1,91,88,17.32,736.34,genuine,,images/ROLL8779625.jpg,metadata/ROLL8779625.json,logos/BITS_Pilani_logo.png
ROLL8016622,STU227572,243F7C45233A4445,GFTI,BIT Mesra,https://www.bitmesra.edu.in,Accredited by NAAC A Grade,Certificate,Online Course: Deep Learning Specialization,20-05-2011,19-05-2013,2022,,1,,1,98,85,9.77,714.76,genuine,,images/ROLL8016622.jpg,metadata/ROLL8016622.json,logos/BIT_Mesra_logo.png
ROLL2195845,STU978359,352E7FE7D16748C4,IIIT,IIIT Bangalore,https://www.iiitbangalore.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,17-05-2023,16-05-2025,2024,,1,,0,85,90,5.2,778.04,genuine,,images/ROLL2195845.jpg,metadata/ROLL2195845.json,logos/IIIT_Bangalore_logo.png
ROLL4052440,STU508819,FA0A2500CACC4FDC,GFTI,CET Bhubaneswar,https://www.cetbhubaneswar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,MBA,08-04-2011,07-04-2012,2021,72.34,0,7,1,86,89,19.17,765.55,genuine,,images/ROLL4052440.jpg,metadata/ROLL4052440.json,logos/CET_Bhubaneswar_logo.png
ROLL1496927,STU745921,F67590F7E9C04653,IIIT,IIIT Guwahati,https://www.iiitguwahati.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Online Course: Deep Learning Specialization,30-08-2015,29-08-2017,2024,,1,,1,94,83,18.61,694.54,genuine,,images/ROLL1496927.jpg,metadata/ROLL1496927.json,logos/IIIT_Guwahati_logo.png
ROLL2252191,STU211827,31642CB72D2D4255,IIT,IIT Ropar,https://www.iitropar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,Diploma in Civil Engineering,13-11-2012,13-12-2012,2017,74.64,0,12,1,82,95,2.92,597.2,genuine,,images/ROLL2252191.jpg,metadata/ROLL2252191.json,logos/IIT_Ropar_logo.png
ROLL1901946,STU971561,3EA2D4916E9945EE,IIIT,IIITDM Jabalpur,https://www.iiitdmjabalpur.edu.in,Recognized by Ministry of Education,Certificate,Online Course: Deep Learning Specialization,27-12-2015,27-12-2015,2021,94.29,0,3,1,93,97,10.05,362.76,genuine,,images/ROLL1901946.jpg,metadata/ROLL1901946.json,logos/IIITDM_Jabalpur_logo.png
ROLL5652032,STU506407,6A17CDB6EEDB4BE4,NIT,NIT Calicut,https://www.nitcalicut.edu.in,Institutes of National Importance (Act of Parliament),Degree,M.Tech Computer Science,19-06-2019,16-12-2019,2014,50.67,0,8,1,97,87,11.12,530.38,genuine,,images/ROLL5652032.jpg,metadata/ROLL5652032.json,logos/NIT_Calicut_logo.png
ROLL6994836,STU783842,F2AA0B7AF18E431F,IIT,IIT Dhanbad,https://www.iitism.ac.in/,Institutes of National Importance (Act of Parliament),Diploma,PG Diploma in AI & ML,17-09-2021,17-09-2021,2012,82.11,0,11,1,87,87,18.77,470.36,genuine,,images/ROLL6994836.jpg,metadata/ROLL6994836.json,logos/IIT_Dhanbad_logo.png
ROLL8117467,STU524753,D8446207F741435E,PRIVATE,BITS Pilani,https://www.bitspilani.edu.in,Recognized by Ministry of Education,Degree,M.Tech Computer Science,28-05-2018,28-05-2018,2022,58.31,0,9,1,96,98,4.37,141.68,genuine,,images/ROLL8117467.jpg,metadata/ROLL8117467.json,logos/BITS_Pilani_logo.png
ROLL1094416,STU601146,E448534729D646B0,GFTI,BIT Mesra,https://www.bitmesra.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,27-05-2023,26-05-2025,2010,61.19,0,8,1,93,84,19.7,493.9,genuine,,images/ROLL1094416.jpg,metadata/ROLL1094416.json,logos/BIT_Mesra_logo.png
ROLL6312281,STU616657,5BBE67E8E9B141DA,GFTI,MNNIT  Allahabad,https://www.mnnit.ac.in/,Accredited by NAAC A Grade,Degree,M.Tech Computer Science,26-08-2013,26-08-2013,2023,68.98,0,8,1,86,86,14.78,890.86,genuine,,images/ROLL6312281.jpg,metadata/ROLL6312281.json,logos/MNNIT_Allahabad_logo.png
ROLL3655175,STU111596,0F86546E31264FE3,NIT,MNNIT  Allahabad,https://www.mnnit.ac.in/,Recognized by Ministry of Education,Degree,B.Tech Electronics,08-11-2019,08-11-2019,2017,83.54,0,12,1,88,85,14.73,717.69,genuine,,images/ROLL3655175.jpg,metadata/ROLL3655175.json,logos/NIT_Allahabad_logo.png
ROLL9167178,STU262989,5EF6D0611FF441D9,NIT,NIT Durgapur,https://www.nitdurgapur.edu.in,Recognized by Ministry of Education,Degree,B.Tech Computer Science,18-10-2014,18-10-2014,2024,75.33,0,10,1,85,97,9.54,387.73,genuine,,images/ROLL9167178.jpg,metadata/ROLL9167178.json,logos/NIT_Durgapur_logo.png
ROLL2073557,STU315920,4B04876F4AF64A71,MITS,MITS Gwalior,https://web.mitsgwalior.in/,Recognized by Ministry of Education,Degree,B.Tech Electronics,25-10-2015,25-10-2015,2021,78.69,0,12,1,89,95,12.22,303.26,genuine,,images/ROLL2073557.jpg,metadata/ROLL2073557.json,"""C:\Users\WINDOWS 11\OneDrive\Pictures\images (1).png"""
ROLL4539800,STU724956,2E75D60C7E0641A2,PRIVATE,Manipal Institute of Technology,https://www.manipalinstituteoftechnology.edu.in,Institutes of National Importance (Act of Parliament),Degree,MBA,09-05-2024,09-05-2024,2013,64.17,0,9,1,59,65,26.64806068,242.58,tampered,metadata_mismatch,images/ROLL4539800.jpg,metadata/ROLL4539800.json,logos/Manipal_Institute_of_Technology_logo.png
ROLL3300111,STU721771,EA2990254E754BC6,NIT,NIT Raipur,https://www.nitrr.ac.in/,Recognized by Ministry of Education,Degree,M.Tech Computer Science,23-02-2014,23-02-2016,2015,68.06,0,12,0,92,84,10.46,880.06,genuine,,images/ROLL3300111.jpg,metadata/ROLL3300111.json,logos/NIT_Raipur_logo.png
ROLL7889975,STU352881,0CD232C24CFF47F7,IIIT,IIIT Bangalore,https://www.iiitbangalore.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Online Course: Deep Learning Specialization,16-07-2020,16-07-2022,2015,,1,,1,98,91,22.79267648,377,tampered,marks_removed,images/ROLL7889975.jpg,metadata/ROLL7889975.json,logos/IIIT_Bangalore_logo.png
ROLL8733905,STU698328,7867B77034A94EB2,IIT,IIT Jodhpur,https://www.iitjodhpur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",ShortCourse,Summer School: Embedded Systems,05-05-2023,05-05-2023,2012,82.79,0,1,0,96,92,12.78,190.14,genuine,,images/ROLL8733905.jpg,metadata/ROLL8733905.json,logos/IIT_Jodhpur_logo.png
ROLL2982556,STU765542,41B27E5B903C4625,IIT,IIT Patna International,https://www.iitpatna.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,Diploma in Civil Engineering,14-11-2025,14-12-2025,2021,64.19,0,12,0,95,53,30.60220954,693.45,tampered,inst_name_changed,images/ROLL2982556.jpg,metadata/ROLL2982556.json,logos/IIT_Patna_International_logo.png
ROLL1748482,STU351251,C1246E56DF5F4C4A,IIT,IIT Hyderabad,https://www.iith.ac.in/,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,09-02-2012,08-02-2014,2025,,1,,0,89,90,16.15,283.85,genuine,,images/ROLL1748482.jpg,metadata/ROLL1748482.json,logos/IIT_Hyderabad_logo.png
ROLL1724544,STU575176,56BF286F8B584716,IIIT,IIIT Delhi,https://www.iiitdelhi.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,15-02-2015,15-02-2015,2021,73.42,0,12,1,91,87,5.17,193.89,genuine,,images/ROLL1724544.jpg,metadata/ROLL1724544.json,logos/IIIT_Delhi_logo.png
ROLL4564610,STU532969,228F7C9A42A64F1A,IIT,IIT Dhanbad,https://www.iitism.ac.in/,Institutes of National Importance (Act of Parliament),Diploma,PG Diploma in AI & ML,05-11-2012,05-11-2012,2020,70.59,0,8,1,80,96,14.71,105.04,genuine,,images/ROLL4564610.jpg,metadata/ROLL4564610.json,logos/IIT_Dhanbad_logo.png
ROLL5670017,STU811507,477C8B06F51345D6,IIIT,IIITDM Jabalpur,https://www.iiitdmjabalpur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,MBA,25-09-2012,24-03-2013,2018,73.17,0,8,1,95,80,13.27,120.81,genuine,,images/ROLL5670017.jpg,metadata/ROLL5670017.json,logos/IIITDM_Jabalpur_logo.png
ROLL6605197,STU545488,A7C9E36CD209453D,PRIVATE,Manipal Institute of Technology,https://www.manipalinstituteoftechnology.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,28-05-2016,24-11-2016,2017,55.72,0,6,1,85,94,5.45,198.12,genuine,,images/ROLL6605197.jpg,metadata/ROLL6605197.json,logos/Manipal_Institute_of_Technology_logo.png
ROLL3435925,STU557929,054808AD51B94FC5,IIT,IIT Mandi,https://www.iitmandi.edu.in,Recognized by Ministry of Education,Degree,MBA,31-03-2017,30-04-2017,2010,84.25,0,11,1,94,95,2.87,468.99,genuine,,images/ROLL3435925.jpg,metadata/ROLL3435925.json,logos/IIT_Mandi_logo.png
ROLL7843721,STU860096,E808ECD509844AAB,IIT,IIT Jodhpur,https://www.iitjodhpur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,Diploma in Civil Engineering,09-10-2014,09-10-2014,2020,65.53,0,9,1,88,91,13.97,744.23,genuine,,images/ROLL7843721.jpg,metadata/ROLL7843721.json,logos/IIT_Jodhpur_logo.png
ROLL5290137,STU546660,96B23CF33093471D,PRIVATE,Amrita Vishwa Vidyapeetham,https://www.amritavishwavidyapeetham.edu.in,Accredited by AICTE,Degree,MBA,28-09-2024,27-03-2025,2017,72.85,0,10,1,86,95,4.45,536.4,genuine,,images/ROLL5290137.jpg,metadata/ROLL5290137.json,logos/Amrita_Vishwa_Vidyapeetham_logo.png
ROLL2309980,STU915338,6A5896D483C14F63,PRIVATE,Manipal Institute of Technology,https://www.manipalinstituteoftechnology.edu.in,Accredited by NAAC A Grade,Certificate,Professional Certificate: Cloud Architect,04-10-2015,04-10-2015,2010,,1,,0,88,96,18.21,668.61,genuine,,images/ROLL2309980.jpg,metadata/ROLL2309980.json,logos/Manipal_Institute_of_Technology_logo.png
ROLL3313014,STU417812,903AAAE95F204CE4,PRIVATE,Kalinga Institute of Industrial Technology,https://www.kalingainstituteofindustrialtechnology.edu.in,Recognized by Ministry of Education,Certificate,Workshop: Data Science Bootcamp,01-04-2025,01-04-2025,2016,87.56,0,4,0,98,98,7.97,426.19,genuine,,images/ROLL3313014.jpg,metadata/ROLL3313014.json,logos/Kalinga_Institute_of_Industrial_Technology_logo.png
ROLL3836330,STU467843,B331C6BAF50D4C9A,IIT,IIT Mandi,https://www.iitmandi.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Online Course: Deep Learning Specialization,06-09-2020,06-09-2021,2023,83.39,0,4,0,92,84,18.35,310.15,genuine,,images/ROLL3836330.jpg,metadata/ROLL3836330.json,logos/IIT_Mandi_logo.png
ROLL6088585,STU939660,9A22FCCE83F04DB3,GFTI,BCECE,https://www.bcece.edu.in,Accredited by NAAC A Grade,Degree,MBA,08-07-2023,07-07-2024,2018,58.05,0,12,1,88,82,9.27,473.72,genuine,,images/ROLL6088585.jpg,metadata/ROLL6088585.json,logos/BCECE_logo.png
ROLL4606251,STU847000,7406D9729FC74B7A,PRIVATE,Manipal Institute of Technology,https://www.manipalinstituteoftechnology.edu.in,Accredited by ABET,Certificate,Professional Certificate: Cloud Architect,13-03-2012,13-03-2012,2024,88.43,0,4,1,91,85,19.9,754.61,genuine,,images/ROLL4606251.jpg,metadata/ROLL4606251.json,logos/Manipal_Institute_of_Technology_logo.png
ROLL7518003,STU194356,E3C45DDB46CE4F59,IIT,IIT Kanpur,https://www.iitkanpur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,01-11-2022,30-04-2023,2023,,1,,0,86,87,11.59,884.83,genuine,,images/ROLL7518003.jpg,metadata/ROLL7518003.json,logos/IIT_Kanpur_logo.png
ROLL4687321,STU508161,08D41B276BA84204,GFTI,MNNIT  Allahabad,https://www.mnnit.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",ShortCourse,Summer School: Embedded Systems,23-09-2017,23-09-2017,2013,89.44,0,1,0,92,87,6.89,451.2,genuine,,images/ROLL4687321.jpg,metadata/ROLL4687321.json,logos/MNNIT_Allahabad_logo.png
ROLL5739073,STU874271,84663DACF22F4564,NIT,NIT Rourkela,https://www.nitrkl.ac.in/,Recognized by Ministry of Education,Degree,B.Tech Electronics,06-12-2025,06-12-2027,2018,69.55,0,11,1,94,83,18.11,832.47,genuine,,images/ROLL5739073.jpg,metadata/ROLL5739073.json,logos/NIT_Rourkela_logo.png
ROLL2741702,STU936040,D6EF94AB02C24820,NIT,MNNIT  Allahabad,https://www.mnnit.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Electronics,20-09-2019,20-10-2019,2010,61.11,0,10,1,89,97,5.78,770.77,genuine,,images/ROLL2741702.jpg,metadata/ROLL2741702.json,logos/NIT_Allahabad_logo.png
ROLL6616920,STU428798,C272DEB5C60D4CFC,NIT,NIT Silchar,https://www.nitsilchar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Electronics,13-12-2017,13-12-2017,2024,67.92,0,12,1,85,96,19.46,421.17,tampered,serial_reused,images/ROLL6616920.jpg,metadata/ROLL6616920.json,logos/NIT_Silchar_logo.png
ROLL6878515,STU850394,AA1C395B91254873,IIT,IIT Mandi International,https://www.iitmandi.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",ShortCourse,Summer School: Embedded Systems,17-05-2015,16-06-2015,2017,82.64,0,6,0,97,68,19.4223146,548.07,tampered,inst_name_changed,images/ROLL6878515.jpg,metadata/ROLL6878515.json,logos/IIT_Mandi_International_logo.png
ROLL7584926,STU318431,501E6C02857A48D6,GFTI,CET Bhubaneswar,https://www.cetbhubaneswar.edu.in,Accredited by AICTE,Diploma,Diploma in Civil Engineering,19-02-2022,19-02-2022,2018,60.09,0,11,0,94,90,19.15,853.97,genuine,,images/ROLL7584926.jpg,metadata/ROLL7584926.json,logos/CET_Bhubaneswar_logo.png
ROLL6414237,STU483235,4840BB159F264EDC,MITS,MITS Gwalior,https://web.mitsgwalior.in/,Institutes of National Importance (Act of Parliament),Degree,B.Tech Computer Science,26-05-2024,26-05-2024,2014,65.86,0,9,1,92,85,18.3,594.57,genuine,,images/ROLL6414237.jpg,metadata/ROLL6414237.json,"""C:\Users\WINDOWS 11\OneDrive\Pictures\images (1).png"""
ROLL5004158,STU793646,A80E7A0DE89B4AFF,IIIT,IIIT Delhi,https://www.iiitdelhi.edu.in,Recognized by Ministry of Education,Certificate,Online Course: Deep Learning Specialization,10-05-2020,10-05-2020,2015,91.15,0,3,1,84,93,4.2,617.47,genuine,,images/ROLL5004158.jpg,metadata/ROLL5004158.json,logos/IIIT_Delhi_logo.png
ROLL7507166,STU427733,03BE4F5B73924BAE,NIT,NIT Rourkela,https://www.nitrkl.ac.in/,Recognized by Ministry of Education,Certificate,Professional Certificate: Cloud Architect,24-09-2018,24-10-2018,2025,,1,,0,84,95,12.48,507.57,genuine,,images/ROLL7507166.jpg,metadata/ROLL7507166.json,logos/NIT_Rourkela_logo.png
ROLL3553257,STU142422,3EDA8071DE3F4F1F,NIT,NIT Jamshedpur,https://www.nitjamshedpur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,PG Diploma in AI & ML,26-03-2016,26-03-2016,2014,58.69,0,6,0,91,80,14.83,353.67,genuine,,images/ROLL3553257.jpg,metadata/ROLL3553257.json,logos/NIT_Jamshedpur_logo.png
ROLL7789409,STU478661,01035D41FEE744F9,IIT,IIT Kharagpur,https://www.iitkharagpur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Electronics,26-02-2020,25-02-2022,2021,65.64,0,11,1,93,89,19.41,439.36,genuine,,images/ROLL7789409.jpg,metadata/ROLL7789409.json,logos/IIT_Kharagpur_logo.png
ROLL5490332,STU618277,540D69231C254A15,GFTI,BIT Mesra,https://www.bitmesra.edu.in,Accredited by AICTE,Diploma,PG Diploma in AI & ML,23-02-2018,25-03-2018,2021,45.32,0,11,0,82,92,2.58,378.32,genuine,,images/ROLL5490332.jpg,metadata/ROLL5490332.json,logos/BIT_Mesra_logo.png
ROLL4553995,STU632801,4A15BC7CA947473D,PRIVATE,Kalinga Institute of Industrial Technology,https://www.kalingainstituteofindustrialtechnology.edu.in,Accredited by NAAC A Grade,Diploma,PG Diploma in AI & ML,22-04-2021,22-04-2023,2012,67.18,0,8,0,90,89,10.71,850.32,genuine,,images/ROLL4553995.jpg,metadata/ROLL4553995.json,logos/Kalinga_Institute_of_Industrial_Technology_logo.png
ROLL8221276,STU409880,C8AE18EEF1B843CA,IIT,IIT Jodhpur,https://www.iitjodhpur.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,01-10-2014,01-10-2015,2012,86.14,0,1,1,80,92,16.6,229.88,genuine,,images/ROLL8221276.jpg,metadata/ROLL8221276.json,logos/IIT_Jodhpur_logo.png
ROLL5646498,STU329035,D671A0B2680040A4,IIT,IIT Kharagpur,https://www.iitkharagpur.edu.in,Recognized by Ministry of Education,Degree,MBA,22-11-2021,22-12-2021,2020,73.45,0,7,1,89,83,19.12,281.38,genuine,,images/ROLL5646498.jpg,metadata/ROLL5646498.json,logos/IIT_Kharagpur_logo.png
ROLL1608655,STU674829,675EEC2479FC485E,IIT,IIT Jodhpur,https://www.iitjodhpur.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Workshop: Data Science Bootcamp,27-03-2016,27-03-2018,2025,88.71,0,1,1,98,98,8.38,378.83,genuine,,images/ROLL1608655.jpg,metadata/ROLL1608655.json,logos/IIT_Jodhpur_logo.png
ROLL5018737,STU594721,3E0753FF7B4E48CA,GFTI,CET Bhubaneswar,https://www.cetbhubaneswar.edu.in,Accredited by AICTE,Certificate,Online Course: Deep Learning Specialization,12-01-2010,12-01-2012,2025,,1,,0,97,81,16.23,381.02,genuine,,images/ROLL5018737.jpg,metadata/ROLL5018737.json,logos/CET_Bhubaneswar_logo.png
ROLL4488007,STU983547,57A54E2E7FFE4423,IIIT,IIIT Delhi,https://www.iiitdelhi.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Workshop: Data Science Bootcamp,11-10-2024,10-11-2024,2020,78.02,0,4,1,86,96,14.4,656.13,genuine,,images/ROLL4488007.jpg,metadata/ROLL4488007.json,logos/IIIT_Delhi_logo.png
ROLL9843929,STU840148,9650AE039F344176,NIT,NIT Surathkal,https://www.nitsurathkal.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,16-01-2016,15-01-2017,2024,82.47,0,7,1,90,97,17.52,467.83,genuine,,images/ROLL9843929.jpg,metadata/ROLL9843929.json,logos/NIT_Surathkal_logo.png
ROLL7403001,STU740660,C1F69E51C08D4B65,IIT,IIT Palakkad,https://www.iitpalakkad.edu.in,Recognized by Ministry of Education,Certificate,Professional Certificate: Cloud Architect,20-04-2015,20-05-2015,2018,83.46,0,1,1,76,55,23.02735979,189,tampered,metadata_mismatch,images/ROLL7403001.jpg,metadata/ROLL7403001.json,logos/IIT_Palakkad_logo.png
